   -4   -2   -3    5    6    0.005898    0.001435
   -4   -2   -1    5    6    0.005455    0.003043
   -4   -2   -1    1   10    0.005603   -0.003433
   -4   -2   -1    6   10    0.005517   -0.002083
   -4   -2    1    3    9    0.005781    0.001673
   -4   -1   -3    4    4    0.006255    0.001085
   -4   -1   -3    9    9    0.006122   -0.001594
   -4   -1   -2    4    4    0.005088    0.001827
   -4   -1   -2    1    6    0.006874    0.000644
   -4   -1   -2    4   10    0.005610    0.000674
   -4   -1   -1    2    6    0.006840    0.000985
   -4   -1   -1    1    7    0.006203    0.001864
   -4   -1    0    3    9    0.005142   -0.001283
   -4   -1    2    7    9    0.005364    0.000103
   -4    0   -2    3    4    0.006210   -0.003312
   -4    0   -2    1    6    0.005832    0.000790
   -4    0   -2    4    8    0.005971    0.007442
   -4    0   -2    9    8    0.005365    0.004343
   -4    0   -1    2    1    0.005669    0.005614
   -4    0   -1    5    4    0.006019    0.001804
   -4    0   -1    4    5    0.005887    0.002287
   -4    0   -1    1    6    0.006920    0.000951
   -4    0   -1    2    6    0.009375    0.000012
   -4    0   -1    1    7    0.010416    0.000851
   -4    0   -1    2    7    0.005327   -0.000402
   -4    0   -1    6    7    0.006902   -0.003635
   -4    0   -1   10    9    0.005617   -0.002434
   -4    0   -1    9   10    0.008585   -0.001292
   -4    0    0    4    7    0.006303   -0.000173
   -4    0    0    2    9    0.007508   -0.000215
   -4    0    1    6    7    0.005494   -0.000710
   -4    0    1    4    9    0.005212   -0.002148
   -4    1   -2    4    2    0.005023    0.004797
   -4    1   -2    1   10    0.005824   -0.004173
   -4    1   -1    8    1    0.005330   -0.000459
   -4    1   -1    4    4    0.006991    0.000771
   -4    1   -1    9    4    0.005208    0.001383
   -4    1   -1    3    6    0.006046   -0.004714
   -4    1   -1    1    8    0.005591    0.004489
   -4    1   -1    4    9    0.006683   -0.000632
   -4    1   -1    9    9    0.006705   -0.001043
   -4    1    0    1    1    0.006384    0.000909
   -4    1    0    4    6    0.005442   -0.000492
   -4    1    0    6    6    0.005672    0.000445
   -4    1    1    3    6    0.005025   -0.005101
   -4    1    1    1    8    0.006804    0.003369
   -3   -3    0    1    6    0.008621    0.000382
   -3   -3    0    4    7    0.005357    0.000238
   -3   -3    0    2    9    0.005126   -0.002048
   -3   -2   -2    1    6    0.005162    0.001781
   -3   -2   -2    4    9    0.006074   -0.002371
   -3   -2   -1    1    3    0.006767   -0.002275
   -3   -2   -1    4    4    0.006641   -0.002289
   -3   -2   -1    3    6    0.007102    0.000552
   -3   -2   -1    8    6    0.005225    0.003170
   -3   -2   -1    3    7    0.005759   -0.003512
   -3   -2   -1    1    8    0.010941   -0.001151
   -3   -2   -1    6    8    0.007390   -0.002443
   -3   -2   -1    5    9    0.012652   -0.000429
   -3   -2   -1    9    9    0.007112   -0.001658
   -3   -2   -1    4   10    0.012455    0.001420
   -3   -2    0    4    3    0.005867    0.000023
   -3   -2    0    3    4    0.008344    0.002544
   -3   -2    0    4    4    0.006154   -0.000797
   -3   -2    0    9    4    0.006380   -0.001420
   -3   -2    0    4    8    0.012132    0.002744
   -3   -2    0    3    9    0.013366   -0.004074
   -3   -2    0    9    9    0.005577   -0.002736
   -3   -2    1    3    6    0.005057    0.002091
   -3   -2    1    4    9    0.006724    0.000828
   -3   -2    2    3    4    0.005518   -0.000462
   -3   -1   -3    3    1    0.006396   -0.003598
   -3   -1   -3    8    1    0.005264   -0.000386
   -3   -1   -3    1    3    0.006459    0.001870
   -3   -1   -3    9    4    0.005795    0.000619
   -3   -1   -3    3    6    0.009273   -0.003808
   -3   -1   -3    8    6    0.006727    0.000030
   -3   -1   -3    1    8    0.008160    0.005817
   -3   -1   -3    6    8    0.005466    0.003243
   -3   -1   -3    9   10    0.005838    0.001713
   -3   -1   -2    5    1    0.010025    0.003136
   -3   -1   -2    3    4    0.007023   -0.001464
   -3   -1   -2    1    6    0.019136    0.002852
   -3   -1   -2    2    6    0.009308   -0.008373
   -3   -1   -2    4    6    0.006652   -0.001184
   -3   -1   -2    5    6    0.014467   -0.000504
   -3   -1   -2    1    7    0.007724    0.010150
   -3   -1   -2    2    7    0.010699    0.000121
   -3   -1   -2    9    8    0.006708    0.003619
   -3   -1   -2    1   10    0.015685    0.003145
   -3   -1   -2    6   10    0.008796   -0.000442
   -3   -1   -1    1    2    0.006521    0.002220
   -3   -1   -1    2    2    0.010250   -0.002876
   -3   -1   -1    6    2    0.005320   -0.002458
   -3   -1   -1    5    4    0.005694   -0.007719
   -3   -1   -1    5    5    0.007387   -0.000041
   -3   -1   -1    4    7    0.013698   -0.003962
   -3   -1   -1    7    7    0.012129    0.000644
   -3   -1   -1    6    8    0.005419   -0.004644
   -3   -1   -1    2    9    0.015523    0.003579
   -3   -1   -1    9   10    0.007765    0.007925
   -3   -1   -1   10   10    0.006722   -0.000066
   -3   -1    0    1    1    0.005658    0.000913
   -3   -1    0    2    1    0.006499    0.005437
   -3   -1    0    4    1    0.008743    0.000879
   -3   -1    0    5    1    0.005537    0.001911
   -3   -1    0    6    1    0.005586   -0.001373
   -3   -1    0    6    6    0.006172   -0.000709
   -3   -1    0    9    6    0.005764   -0.004883
   -3   -1    0    2    7    0.008678   -0.002266
   -3   -1    0    6    7    0.007744   -0.003001
   -3   -1    0    6    9    0.008784    0.000402
   -3   -1    0    7    9    0.005044   -0.000716
   -3   -1    0    2   10    0.005007    0.000807
   -3   -1    0    6   10    0.007889    0.001310
   -3   -1    1    2    4    0.008909    0.002733
   -3   -1    1    3    6    0.008539   -0.004608
   -3   -1    1    5    6    0.007009    0.004967
   -3   -1    1    4    7    0.013998   -0.006641
   -3   -1    1    9    7    0.007782   -0.006789
   -3   -1    1    5    8    0.008161   -0.001128
   -3   -1    1    2    9    0.017885    0.003328
   -3   -1    1    1   10    0.007472   -0.007165
   -3   -1    1    3   10    0.007546    0.000408
   -3   -1    2    1    3    0.005044    0.000107
   -3   -1    2    4    9    0.006973   -0.000481
   -3   -1    3    8    9    0.005153    0.001810
   -3    0   -3    4    7    0.006721    0.001664
   -3    0   -3    2    9    0.006219    0.000937
   -3    0   -3    4    9    0.008274    0.000457
   -3    0   -2    2    1    0.006292   -0.001919
   -3    0   -2    4    1    0.005964   -0.005900
   -3    0   -2    4    2    0.008119    0.008265
   -3    0   -2    2    3    0.006132    0.000498
   -3    0   -2    4    4    0.006403   -0.000198
   -3    0   -2    3    6    0.014000    0.002470
   -3    0   -2    4    6    0.007060   -0.009273
   -3    0   -2    4    7    0.007654   -0.004728
   -3    0   -2    6    7    0.007448    0.002063
   -3    0   -2    8    7    0.006392   -0.000599
   -3    0   -2    1    8    0.013194    0.000280
   -3    0   -2    3    8    0.009284   -0.000680
   -3    0   -2    1    9    0.005626    0.009836
   -3    0   -2    2    9    0.006571    0.006923
   -3    0   -2    4    9    0.012030   -0.001364
   -3    0   -2    7    9    0.008313   -0.006293
   -3    0   -2    9    9    0.008198    0.000354
   -3    0   -1    1    1    0.015692    0.000255
   -3    0   -1    4    1    0.005338   -0.006046
   -3    0   -1    5    1    0.006003    0.006838
   -3    0   -1    6    1    0.007312   -0.000211
   -3    0   -1    7    3    0.005267    0.000679
   -3    0   -1    1    4    0.007523    0.006358
   -3    0   -1    3    4    0.007308    0.003066
   -3    0   -1    4    4    0.008166   -0.003522
   -3    0   -1    9    5    0.005405    0.001347
   -3    0   -1    1    6    0.009912    0.001057
   -3    0   -1    3    6    0.010170   -0.002499
   -3    0   -1    5    6    0.016235    0.001976
   -3    0   -1    6    6    0.014240    0.003194
   -3    0   -1    9    6    0.007340   -0.005255
   -3    0   -1    4    7    0.017860    0.011358
   -3    0   -1    5    7    0.019316    0.009263
   -3    0   -1    1    8    0.008103    0.001403
   -3    0   -1    2    8    0.005123   -0.001658
   -3    0   -1    3    8    0.008653   -0.001682
   -3    0   -1    5    8    0.005644   -0.002274
   -3    0   -1    9    8    0.008698   -0.000512
   -3    0   -1    2    9    0.018126   -0.007872
   -3    0   -1    3    9    0.006121    0.015783
   -3    0   -1    4    9    0.010654   -0.003120
   -3    0   -1    9    9    0.009308    0.001269
   -3    0   -1    1   10    0.017671   -0.001941
   -3    0   -1    2   10    0.020213   -0.009889
   -3    0   -1    3   10    0.005276    0.002644
   -3    0   -1    6   10    0.007057   -0.005283
   -3    0    0    9    1    0.005574    0.000594
   -3    0    0    2    2    0.005840   -0.003763
   -3    0    0    2    3    0.005896    0.000349
